ID,FHL_DICT_Numeric,FHL_DICT_Unicode,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
10486,koat-to,koat-to,刮到,,,,
10487,koat,koat,刮,,,,
10488,koet-chhuk8,koet-chhu̍k,國族,,,,
10489,koet-chi,koet-chi,國際,,,,
10490,koet-chiin,koet-chṳn,國政,,,,
10491,koet-chung5,koet-chûng,國中,,,,
10492,koet-fap,koet-fap,國法,,,,
10493,koet-khien3,koet-khièn,國權,,,,
10494,koet-khu,koet-khu,國庫,,,,
10495,koet-kie,koet-kie,國界,,,,
10496,koet-kin,koet-kin,國境,,,,
10497,koet-ka5,koet-kâ,國家,,,,
10498,koet-min3,koet-mìn,國民,,,,
10499,koet-nan,koet-nan,國難,,,,
10500,koet-ngoi,koet-ngoi,國外,,,,
10501,koet-nui,koet-nui,國內,,,,
10502,koet-po2,koet-pó,國寶,,,,
10503,koet-sii2,koet-sṳ́,國史,,,,
10504,koet-thu2,koet-thú,國土,,,,
10505,koet-thai,koet-thai,國泰,,,,
10506,koet-thu,koet-thu,國度,,,,
10507,koet-vi,koet-vi,國位,,,,
10508,koet-vong3,koet-vòng,國王,,,,
10509,koet-yun,koet-yun,國運,,,,
10510,koet,koet,國,,,,
10511,koi-e2,koi-é,蓋仔,,,,
10512,koi-ho2,koi-hó,蓋好,,,,
10513,koi-ko,koi-ko,蓋過,,,,
10514,koi-song,koi-song,蓋上,,,,
10515,koi-seu5,koi-sêu,蓋燒,,,,
10516,koi-ten2,koi-tén,蓋著,,,,
10517,koi-thi,koi-thi,蓋地,,,,
10518,koi-yin,koi-yin,蓋印,,,,
10519,koi,koi,蓋,,,,
10520,kok-chung2,kok-chúng,各種,,,,
10521,kok-chhuk8,kok-chhu̍k,各族,,,,
10522,kok-chhiu,kok-chhiu,各就,,,,
10523,kok-chhu,kok-chhu,各處,,,,
10524,kok-chhii5,kok-chhṳ̂,角鴟,,,,
10525,kok-chu5,kok-chû,各組,,,,
10526,kok-fong5,kok-fông,各方,,,,
10527,kok-fun5,kok-fûn,各分,,,,
10528,kok-fong3,kok-fòng,各房,,,,
10529,kok-hong,kok-hong,各項,,,,
10530,kok-koet,kok-koet,各國,,,,
10531,kok-kok,kok-kok,各各,,,,
10532,kok-ka5,kok-kâ,各家,,,,
10533,kok-lok8,kok-lo̍k,角落,,,,
10534,kok-lui,kok-lui,各類,,,,
10535,kok-leu3,kok-lèu,角樓,,,,
10536,kok-ngiun3,kok-ngiùn,角銀,,,,
10537,kok-ngu,kok-ngu,覺悟,,,,
10538,kok-ngin3,kok-ngìn,各人,,,,
10539,kok-sen2,kok-sén,各省,,,,
10540,kok-sak8,kok-sa̍k,角石,,,,
10541,kok-set,kok-set,角色,,,,
10542,kok-siang2,kok-siáng,覺醒,,,,
10543,kok-song,kok-song,角上,,,,
10544,kok-sa3,kok-sà,各儕,,,,
10545,kok-sang3,kok-sàng,各城,,,,
10546,kok-sii3,kok-sṳ̀,各時,,,,
10547,kok-tang2,kok-táng,角頂,,,,
10548,kok-thi,kok-thi,各地,,,,
10549,kok-vi,kok-vi,各位,,,,
10550,kok-vong3,kok-vòng,各王,,,,
10551,kok-yong,kok-yong,各樣,,,,
10552,kok-yu5,kok-yû,各有,,,,
10553,kok-oi5,kok-ôi,各oi5,,,,
10554,kok-e3,kok-è,桷仔,,,,
10555,kok,kok,各,,,,
10556,kok-theu3,kok-thèu,角頭,,,,
10557,kok,kok,角,,,,
10558,kon-e2,kon-é,罐仔,,,,
10559,kon-chhat8,kon-chha̍t,貫徹,,,,
10560,kon-chui,kon-chui,灌醉,,,,
10561,kon-ko,kon-ko,灌過,,,,
10562,kon-man5,kon-mân,貫滿,,,,
10563,kon-tu2,kon-tú,罐肚,,,,
10564,kon-to,kon-to,灌到,,,,
10565,kon,kon,灌,,,,
10566,kong-e2,kong-é,槓仔,,,,
10567,kong-cho,kong-cho,降做,,,,
10568,kong-chai5,kong-châi,降災,,,,
10569,kong-fo2,kong-fó,降火,,,,
10570,kong-fo,kong-fo,降禍,,,,
10571,kong-fuk,kong-fuk,降福,,,,
10572,kong-ha5,kong-hâ,降下,,,,
10573,kong-ka5,kong-kâ,降加,,,,
10574,kong-lok8,kong-lo̍k,降落,,,,
10575,kong-lim3,kong-lìm,降臨,,,,
10576,kong-pi5,kong-pî,降卑,,,,
10577,kong-pun5,kong-pûn,降給,,,,
10578,kong-sii,kong-sṳ,降世,,,,
10579,kong-sen5,kong-sên,降生,,,,
10580,kong-to,kong-to,降到,,,,
10581,kong-tai5,kong-tâi,降低,,,,
10582,kong-van3,kong-vàn,降完,,,,
10583,kong-yi2,kong-yí,降雨,,,,
10584,kong,kong,降,,,,
10585,kot-chho2,kot-chhó,割草,,,,
10586,kot-ho2,kot-hó,割好,,,,
10587,kot-ha5,kot-hâ,割下,,,,
10588,kot-lan,kot-lan,割爛,,,,
10589,kot-li5,kot-lî,割禮,,,,
10590,kot-song5,kot-sông,割傷,,,,
10591,kot-thet,kot-thet,割掉,,,,
10592,kot-thon5,kot-thôn,割斷,,,,
10593,kot-to,kot-to,割到,,,,
10594,kot-vo3,kot-vò,割禾,,,,
10595,kot,kot,割,,,,
10596,koa5-thien3,kôa-thièn,瓜田,,,,
10597,koa5-then3,kôa-thèn,瓜藤,,,,
10598,koai5-chong5,kôai-chông,乖張,,,,
10599,koai5-koai5,kôai-kôai,乖乖,,,,
10600,koai5,kôai,乖,,,,
10601,koan5-chiet,kôan-chiet,關節,,,,
10602,koan5-fai3,kôan-fài,關懷,,,,
10603,koan5-ho2,kôan-hó,關好,,,,
10604,koan5-he,kôan-he,關係,,,,
10605,koan5-liau2,kôan-liáu,關了,,,,
10606,koan5-mun3,kôan-mùn,關門,,,,
10607,koan5-ngip8,kôan-ngi̍p,關入,,,,
10608,koan5-soi,kôan-soi,關稅,,,,
10609,koan5-sim5,kôan-sîm,關心,,,,
10610,koan5-ten2,kôan-tén,關著,,,,
10611,koan5-thet,kôan-thet,關掉,,,,
10612,koan5-theu3,kôan-thèu,關頭,,,,
10613,koan5-to,kôan-to,關到,,,,
10614,koan5,kôan,關,,,,
10615,ku-chiip,ku-chṳp,固執,,,,
10616,ku-fam,ku-fam,故犯,,,,
10617,ku-ho2,ku-hó,顧好,,,,
10618,ku-hak,ku-hak,顧客,,,,
10619,ku-hiong5,ku-hiông,故鄉,,,,
10620,ku-kung5,ku-kûng,雇工,,,,
10621,ku-li,ku-li,顧慮,,,,
10622,ku-mun-thon3,ku-mun-thòn,顧問團,,,,
10623,ku-mun,ku-mun,顧問,,,,
10624,ku-ngiam,ku-ngiam,顧念,,,,
10625,ku-so2,ku-só,故所,,,,
10626,ku-sii,ku-sṳ,故事,,,,
10627,ku-to2,ku-tó,顧到,,,,
10628,ku-thin-chho,ku-thin-chho,固定座,,,,
10629,ku-thin,ku-thin,固定,,,,
10630,ku-yi,ku-yi,故意,,,,
10631,ku-yung,ku-yung,雇用,,,,
10632,ku,ku,顧,,,,
10633,kui-chhuk8,kui-chhu̍k,貴族,,,,
10634,kui-chhien,kui-chhien,貴賤,,,,
10635,kui-chhung,kui-chhung,貴重,,,,
10636,kui-chiet,kui-chiet,季節,,,,
10637,kui-koet,kui-koet,貴國,,,,
10638,kui-la5,kui-lâ,季拉,,,,
10639,kui-ngin3,kui-ngìn,貴人,,,,
10640,kui-phi3,kui-phì,桂皮,,,,
10641,kui-pin5,kui-pîn,貴賓,,,,
10642,kui-san2,kui-sán,貴產,,,,
10643,kui,kui,貴,,,,
10644,kuk-chung2,kuk-chúng,榖種,,,,
10645,kuk-chhon,kuk-chhon,榖串,,,,
10646,kuk-chhong5,kuk-chhông,榖倉,,,,
10647,kuk-chung5,kuk-chûng,谷中,,,,
10648,kuk-heu2,kuk-héu,谷口,,,,
10649,kuk-hok,kuk-hok,榖殼,,,,
10650,kuk-hang5,kuk-hâng,谷坑,,,,
10651,kuk-liap8,kuk-lia̍p,榖粒,,,,
10652,kuk-lui,kuk-lui,榖類,,,,
10653,kuk-lam3,kuk-làm,榖籃,,,,
10654,kuk-mi2,kuk-mí,榖米,,,,
10655,kuk-mun3,kuk-mùn,谷門,,,,
10656,kuk-pau5,kuk-pâu,榖包,,,,
10657,kuk-toi5,kuk-tôi,榖堆,,,,
10658,kuk-vut8,kuk-vu̍t,榖物,,,,
10659,kuk,kuk,榖,,,,
10660,kuk,kuk,谷,,,,
10661,kun-e2,kun-é,棍仔,,,,
10662,kun-theu3,kun-thèu,棍頭,,,,
10663,kun,kun,棍,,,,
10664,kung-hien,kung-hien,貢獻,,,,
10665,kung-nung3,kung-nùng,訌膿,,,,
10666,kung-vut8,kung-vu̍t,貢物,,,,
10667,kut-chung5,kut-chûng,骨中,,,,
10668,kut-foi5,kut-fôi,骨灰,,,,
10669,kut-hai3,kut-hài,骨骸,,,,
10670,kut-ka,kut-ka,骨架,,,,
10671,kut-lun3,kut-lùn,骨輪,,,,
10672,kut-ngiuk,kut-ngiuk,骨肉,,,,
10673,kut-sui3,kut-sùi,骨髓,,,,
10674,kut-theu3,kut-thèu,骨頭,,,,
10675,kut-yu3,kut-yù,骨油,,,,
10676,kut,kut,骨,,,,
10677,ka5-chong2,kâ-chóng,家長,,,,
10678,ka5-chu2,kâ-chú,家主,,,,
10679,ka5-chhuk8,kâ-chhu̍k,家族,,,,
10680,ka5-chhiak,kâ-chhiak,加織,,,,
10681,ka5-chhin,kâ-chhin,加盡,,,,
10682,ka5-chhui,kâ-chhui,加罪,,,,
10683,ka5-chhon5,kâ-chhôn,加閂,,,,
10684,ka5-chhiim5,kâ-chhṳ̂m,加深,,,,
10685,ka5-chhung5,kâ-chhûng,加重,,,,
10686,ka5-chhoi3,kâ-chhòi,家財,,,,
10687,ka5-chiong2,kâ-chióng,嘉獎,,,,
10688,ka5-chiet,kâ-chiet,佳節,,,,
10689,ka5-chong5,kâ-chông,加裝,,,,
10690,ka5-chung5,kâ-chûng,家中,,,,
10691,ka5-fa,kâ-fa,加話,,,,
10692,ka5-fu,kâ-fu,加付,,,,
10693,ka5-fung5,kâ-fûng,加封,,,,
10694,ka5-hi2,kâ-hí,加起,,,,
10695,ka5-hiong5,kâ-hiông,家鄉,,,,
10696,ka5-hoi,kâ-hoi,加害,,,,
10697,ka5-hang3,kâ-hàng,加行,,,,
10698,ka5-kam2,kâ-kám,加減,,,,
10699,ka5-kong2,kâ-kóng,加講,,,,
10700,ka5-khiong3,kâ-khiòng,加強,,,,
10701,ka5-kien2,kâ-kién,家眷,,,,
10702,ka5-ka5,kâ-kâ,家家,,,,
10703,ka5-ko5,kâ-kô,加高,,,,
10704,ka5-kon5,kâ-kôn,家官,,,,
10705,ka5-la5-thai-su5,kâ-lâ-thai-sû,加拉太書,,,,
10706,ka5-mi,kâ-mi,加味,,,,
10707,ka5-mun3,kâ-mùn,家門,,,,
10708,ka5-nap8,kâ-na̍p,加納,,,,
10709,ka5-ne,kâ-ne,家系,,,,
10710,ka5-ngip8,kâ-ngi̍p,加入,,,,
10711,ka5-ngiap8,kâ-ngia̍p,家業,,,,
10712,ka5-ngiam5,kâ-ngiâm,加拈,,,,
10713,ka5-ngiong3,kâ-ngiòng,家娘,,,,
10714,ka5-ngin3,kâ-ngìn,家人,,,,
10715,ka5-nui,kâ-nui,家內,,,,
10716,ka5-nu3,kâ-nù,家奴,,,,
10717,ka5-phu2,kâ-phú,家譜,,,,
10718,ka5-phuk8,kâ-phu̍k,家僕,,,,
10719,ka5-phai,kâ-phai,加派,,,,
10720,ka5-phi,kâ-phi,加倍,,,,
10721,ka5-pho,kâ-pho,家破,,,,
10722,ka5-pi5,kâ-pî,咖啡,,,,
10723,ka5-pun5,kâ-pûn,加給,,,,
10724,ka5-san2,kâ-sán,家產,,,,
10725,ka5-so2,kâ-só,枷鎖,,,,
10726,ka5-suk8,kâ-su̍k,家屬,,,,
10727,ka5-song,kâ-song,加上,,,,
10728,ka5-siit,kâ-sṳt,家室,,,,
10729,ka5-sa5,kâ-sâ,袈紗,,,,
10730,ka5-su5,kâ-sû,加收,,,,
10731,ka5-ten2,kâ-tén,袈著,,,,
10732,ka5-tai,kâ-tai,加帶,,,,
10733,ka5-tho2,kâ-thó,加討,,,,
10734,ka5-thit8,kâ-thi̍t,迦特,,,,
10735,ka5-thiam2,kâ-thiám,加痶,,,,
10736,ka5-thiam5,kâ-thiâm,加添,,,,
10737,ka5-thin3,kâ-thìn,家庭,,,,
10738,ka5-teu5,kâ-têu,加兜,,,,
10739,ka5-vu,kâ-vu,家務,,,,
10740,ka5-vuk,kâ-vuk,家屋,,,,
10741,ka5-yim5,kâ-yîm,佳音,,,,
10742,ka5-yen3,kâ-yèn,家園,,,,
10743,ka5-en5,kâ-ên,加恩,,,,
10744,ka5,kâ,家,,,,
10745,ka5,kâ,加,,,,
10746,ka5,kâ,袈,,,,
10747,ka5,kâ,枷,,,,
10748,kam5-chhan3,kâm-chhàn,甘泉,,,,
10749,kam5-lu,kâm-lu,甘露,,,,
10750,kam5-lim3,kâm-lìm,甘霖,,,,
10751,kam5-lo3,kâm-lò,監牢,,,,
10752,kam5-mun3,kâm-mùn,監門,,,,
10753,kam5-ngiuk8-chong2,kâm-ngiu̍k-chóng,監獄長,,,,
10754,kam5-ngiuk8,kâm-ngiu̍k,監獄,,,,
10755,kam5-ngien-chi,kâm-ngien-chi,甘願祭,,,,
10756,kam5-ngien,kâm-ngien,甘願,,,,
10757,kam5-sim5-chi,kâm-sîm-chi,甘心祭,,,,
10758,kam5-sim5,kâm-sîm,甘心,,,,
10759,kam5-thiam3,kâm-thiàm,甘甜,,,,
10760,kam5,kâm,kam5,,,,
10761,kan5-cha,kân-cha,奸詐,,,,
10762,kan5-khu2,kân-khú,艱苦,,,,
10763,kan5-nan3,kân-nàn,艱難,,,,
10764,kang5-chung,kâng-chung,耕種,,,,
10765,kang5-ko,kâng-ko,耕過,,,,
10766,kang5-lai3,kâng-lài,耕犁,,,,
10767,kang5-miong2,kâng-mióng,經網,,,,
10768,kang5-ngiu3,kâng-ngiù,耕牛,,,,
10769,kang5-pu,kâng-pu,經布,,,,
10770,kang5-thi,kâng-thi,耕地,,,,
10771,kang5-thien3,kâng-thièn,耕田,,,,
10772,kang5,kâng,耕,,,,
10773,kau5-chii2,kâu-chṳ́,教子,,,,
10774,kau5-chan,kâu-chan,交戰,,,,
10775,kau5-chhut,kâu-chhut,交出,,,,
10776,kau5-chha5,kâu-chhâ,交叉,,,,
10777,kau5-chhin3,kâu-chhìn,交情,,,,
10778,kau5-chong,kâu-chong,交帳,,,,
10779,kau5-chiit,kâu-chṳt,交織,,,,
10780,kau5-ho2,kâu-hó,教好,,,,
10781,kau5-hap8,kâu-ha̍p,交合,,,,
10782,kau5-hiong2-ngok8,kâu-hióng-ngo̍k,交響樂,,,,
10783,kau5-kui2,kâu-kúi,交鬼,,,,
10784,kau5-kie,kâu-kie,交界,,,,
10785,kau5-ko,kâu-ko,教過,,,,
10786,kau5-koai5,kâu-kôai,教乖,,,,
10787,kau5-ka5,kâu-kâ,交加,,,,
10788,kau5-kau5,kâu-kâu,跤跤,,,,
10789,kau5-kau5,kâu-kâu,交交,,,,
10790,kau5-kung5,kâu-kûng,交攻,,,,
10791,kau5-mi5,kâu-mî,交尾,,,,
10792,kau5-ngin3,kâu-ngìn,教人,,,,
10793,kau5-phi,kâu-phi,交配,,,,
10794,kau5-phoi3,kâu-phòi,交陪,,,,
10795,kau5-pun5,kâu-pûn,交給,,,,
10796,kau5-sap8,kâu-sa̍p,交涉,,,,
10797,kau5-sii,kâu-sṳ,交數,,,,
10798,kau5-so5,kâu-sô,教唆,,,,
10799,kau5-ten2,kâu-tén,交著,,,,
10800,kau5-tai,kâu-tai,交代,,,,
10801,kau5-thok,kâu-thok,交託,,,,
10802,kau5-thung5,kâu-thûng,交通,,,,
10803,kau5-tham3,kâu-thàm,交談,,,,
10804,kau5-to,kâu-to,交到,,,,
10805,kau5-von,kâu-von,交換,,,,
10806,kau5-vong5,kâu-vông,交往,,,,
10807,kau5-van3,kâu-vàn,交還,,,,
10808,kau5-yok8,kâu-yo̍k,膏藥,,,,
10809,kau5-yi,kâu-yi,交易,,,,
10810,kau5-yong3,kâu-yòng,羔羊,,,,
10811,kau5-yu3,kâu-yù,膏油,,,,
10812,kau5,kâu,交,,,,
10813,kau5,kâu,教,,,,
10814,ki5-e2,kî-é,枝仔,,,,
10815,ki5-ng2-yen,kî-ńg-yen,妓女院,,,,
10816,ki5-ng2,kî-ńg,妓女,,,,
10817,ki5-chhu2,kî-chhú,基礎,,,,
10818,ki5-chhuk8,kî-chhu̍k,支族,,,,
10819,ki5-chho,kî-chho,基座,,,,
10820,ki5-chhu,kî-chhu,居住,,,,
10821,ki5-chhut,kî-chhut,支出,,,,
10822,ki5-chha5,kî-chhâ,機車,,,,
10823,ki5-fi,kî-fi,機會,,,,
10824,ki5-fong5,kî-fông,飢荒,,,,
10825,ki5-hi,kî-hi,機器,,,,
10826,ki5-hot,kî-hot,饑渴,,,,
10827,ki5-khau2,kî-kháu,技巧,,,,
10828,ki5-khoa2,kî-khóa,枝桍,,,,
10829,ki5-koan5,kî-kôan,機關,,,,
10830,ki5-ki5,kî-kî,支支,,,,
10831,ki5-liu3-so2,kî-liù-só,拘留所,,,,
10832,ki5-lu-pak,kî-lu-pak,基路伯,,,,
10833,ki5-lu-pen5,kî-lu-pên,基路冰,,,,
10834,ki5-ngiap8,kî-ngia̍p,基業,,,,
10835,ki5-ngo,kî-ngo,飢餓,,,,
10836,ki5-nen3,kî-nèn,機能,,,,
10837,ki5-pun2,kî-pún,基本,,,,
10838,ki5-phai,kî-phai,支派,,,,
10839,ki5-so2,kî-só,居所,,,,
10840,ki5-sak8,kî-sa̍k,基石,,,,
10841,ki5-sut8,kî-su̍t,技術,,,,
10842,ki5-sii5-liu3,kî-sṳ̂-liù,基斯流,,,,
10843,ki5-thi2,kî-thí,肢體,,,,
10844,ki5-thi,kî-thi,基地,,,,
10845,ki5-tuk-kau,kî-tuk-kau,基督教,,,,
10846,ki5-tuk-thu3,kî-tuk-thù,基督徒,,,,
10847,ki5-tuk,kî-tuk,基督,,,,
10848,ki5-yap8,kî-ya̍p,枝葉,,,,
10849,ki5,kî,飢,,,,
10850,ki5-nen3,kî-nèn,技能,,,,
10851,ki5,kî,基,,,,
10852,ki5,kî,枝,,,,
10853,ki5,kî,支,,,,
10854,kim5-e2,kîm-é,金仔,,,,
10855,kim5-am-pu5,kîm-am-pû,今暗晡,,,,
10856,kim5-chu2,kîm-chú,金主,,,,
10857,kim5-chhong2,kîm-chhóng,金杖,,,,
10858,kim5-chhai,kîm-chhai,今在,,,,
10859,kim5-chhien3,kîm-chhièn,金錢,,,,
10860,kim5-chho,kîm-chho,金座,,,,
10861,kim5-chhung,kîm-chhung,金槍,,,,
10862,kim5-chho3,kîm-chhò,金槽,,,,
10863,kim5-chok,kîm-chok,金桌,,,,
10864,kim5-chan5,kîm-chân,金簪,,,,
10865,kim5-hap8-fon5-muk,kîm-ha̍p-fôn-muk,金合歡木,,,,
10866,kim5-ha,kîm-ha,今下,,,,
10867,kim5-heu,kîm-heu,今後,,,,
10868,kim5-hi,kîm-hi,金器,,,,
10869,kim5-kon2,kîm-kón,金管,,,,
10870,kim5-khien5,kîm-khiên,金圈,,,,
10871,kim5-ki,kîm-ki,金句,,,,
10872,kim5-kong-sak8,kîm-kong-sa̍k,金剛石,,,,
10873,kim5-kim5,kîm-kîm,金金,,,,
10874,kim5-kong5,kîm-kông,金光,,,,
10875,kim5-lien,kîm-lien,金鍊,,,,
10876,kim5-lu3,kîm-lù,金爐,,,,
10877,kim5-ngit,kîm-ngit,今日,,,,
10878,kim5-ngien3,kîm-ngièn,今年,,,,
10879,kim5-ngiu3,kîm-ngiù,金牛,,,,
10880,kim5-ngiun3,kîm-ngiùn,金銀,,,,
10881,kim5-phai3,kîm-phài,金牌,,,,
10882,kim5-pi,kîm-pi,金幣,,,,
10883,kim5-pien5,kîm-piên,金邊,,,,
10884,kim5-pi5,kîm-pî,金杯,,,,
10885,kim5-pu5-ngit,kîm-pû-ngit,今晡日,,,,
10886,kim5-suk8,kîm-su̍k,金屬,,,,
10887,kim5-set,kîm-set,金色,,,,
10888,kim5-sien,kîm-sien,金線,,,,
10889,kim5-siong,kîm-siong,金像,,,,
10890,kim5-sii,kîm-sṳ,今世,,,,
10891,kim5-sa5,kîm-sâ,金沙,,,,
10892,kim5-sen5,kîm-sên,今生,,,,
10893,kim5-sii5-khien5,kîm-sṳ̂-khiên,金絲圈,,,,
10894,kim5-sii5,kîm-sṳ̂,金詩,,,,
10895,kim5-tai,kîm-tai,金帶,,,,
10896,kim5-than3,kîm-thàn,金壇,,,,
10897,kim5-theu3,kîm-thèu,金頭,,,,
10898,kim5-to,kîm-to,金到,,,,
10899,kim5-ten5,kîm-tên,金燈,,,,
10900,kim5-von2,kîm-vón,金碗,,,,
10901,kim5-van3,kîm-vàn,金環,,,,
10902,kim5-ya,kîm-ya,今夜,,,,
10903,kim5,kîm,金,,,,
10904,kim5-sen5,kîm-sên,金星,,,,
10905,kim5,kîm,今,,,,
10906,kin5-chi,kîn-chi,經濟,,,,
10907,kin5-chiet,kîn-chiet,經節,,,,
10908,kin5-hok8-ka5,kîn-ho̍k-kâ,經學家,,,,
10909,kin5-hok8,kîn-ho̍k,經學,,,,
10910,kin5-hiet,kîn-hiet,經血,,,,
10911,kin5-ki2,kîn-kí,根據,,,,
10912,kin5-khi3,kîn-khì,經期,,,,
10913,kin5-ki,kîn-ki,經句,,,,
10914,kin5-ko,kîn-ko,經過,,,,
10915,kin5-kut,kîn-kut,筋骨,,,,
10916,kin5-ki5,kîn-kî,根基,,,,
10917,kin5-kin5,kîn-kîn,兢兢,,,,
10918,kin5-kon5,kîn-kôn,荊冠,,,,
10919,kin5-lit8,kîn-li̍t,經歷,,,,
10920,kin5-ngiam,kîn-ngiam,經驗,,,,
10921,kin5-ngien3,kîn-ngièn,根源,,,,
10922,kin5-pun2,kîn-pún,根本,,,,
10923,kin5-phan3,kîn-phàn,根盤,,,,
10924,kin5-sang3,kîn-sàng,京城,,,,
10925,kin5-song3,kîn-sòng,經常,,,,
10926,kin5-theu3,kîn-thèu,根頭,,,,
10927,kin5-vun3-thoi,kîn-vùn-thoi,經文袋,,,,
10928,kin5-vun3,kîn-vùn,經文,,,,
10929,kin5-yin3,kîn-yìn,經營,,,,
10930,kin5,kîn,根,,,,
10931,kin5,kîn,經,,,,
10932,kin5,kîn,筋,,,,
10933,ko5-e2,kô-é,歌仔,,,,
10934,ko5-chiim2,kô-chṳ́m,高枕,,,,
10935,ko5-cheu,kô-cheu,高照,,,,
10936,ko5-chhiong3,kô-chhiòng,高牆,,,,
10937,ko5-chhong,kô-chhong,歌唱,,,,
10938,ko5-chhut,kô-chhut,高出,,,,
10939,ko5-chhiim5,kô-chhṳ̂m,高深,,,,
10940,ko5-chhii3,kô-chhṳ̀,歌詞,,,,
10941,ko5-chung5,kô-chûng,歌中,,,,
10942,ko5-fi5-muk,kô-fî-muk,歌斐木,,,,
10943,ko5-fung5,kô-fûng,高峰,,,,
10944,ko5-ki2,kô-kí,高舉,,,,
10945,ko5-ka,kô-ka,高價,,,,
10946,ko5-khiuk,kô-khiuk,歌曲,,,,
10947,ko5-khung5,kô-khûng,高空,,,,
10948,ko5-kip,kô-kip,高級,,,,
10949,ko5-ko,kô-ko,高過,,,,
10950,ko5-kui,kô-kui,高貴,,,,
10951,ko5-ka5,kô-kâ,高加,,,,
10952,ko5-ko5,kô-kô,高高,,,,
10953,ko5-kon5,kô-kôn,高官,,,,
10954,ko5-li-sit,kô-li-sit,高利息,,,,
10955,ko5-li-thoi,kô-li-thoi,高利貸,,,,
10956,ko5-li,kô-li,高利,,,,
10957,ko5-leu3,kô-lèu,高樓,,,,
10958,ko5-lim3-to5-chhien3-su5,kô-lìm-tô-chhièn-sû,哥林多前書,,,,
10959,ko5-lim3-to5-heu-su5,kô-lìm-tô-heu-sû,哥林多後書,,,,
10960,ko5-lo3-si5-su5,kô-lò-sî-sû,歌羅西書,,,,
10961,ko5-mo5,kô-mô,糕毛,,,,
10962,ko5-min3,kô-mìn,高明,,,,
10963,ko5-ngien3,kô-ngièn,高原,,,,
10964,ko5-put-chiong5,kô-put-chiông,高不將,,,,
10965,ko5-su2,kô-sú,歌手,,,,
10966,ko5-sip8,kô-si̍p,歌集,,,,
10967,ko5-siung,kô-siung,歌頌,,,,
10968,ko5-song,kô-song,高尚,,,,
10969,ko5-san5,kô-sân,高山,,,,
10970,ko5-sang5,kô-sâng,歌聲,,,,
10971,ko5-siin5,kô-sṳ̂n,高升,,,,
10972,ko5-thai,kô-thai,高大,,,,
10973,ko5-thap,kô-thap,高塔,,,,
10974,ko5-thi,kô-thi,高地,,,,
10975,ko5-thien5,kô-thiên,高天,,,,
10976,ko5-thu,kô-thu,高度,,,,
10977,ko5-thoi3,kô-thòi,高臺,,,,
10978,ko5-to,kô-to,高到,,,,
10979,ko5-tai5,kô-tâi,高低,,,,
10980,ko5-vi,kô-vi,高位,,,,
10981,ko5-yim5,kô-yîm,高音,,,,
10982,ko5,kô,高,,,,
10983,ko5,kô,歌,,,,
10984,ko5,kô,哥,,,,
10985,koa5-fun5,kôa-fûn,瓜分,,,,
10986,koi5-chai,kôi-chai,該哉,,,,
10987,koi5-si2,kôi-sí,該死,,,,
10988,koi5-su,kôi-su,該受,,,,
10989,koi5-soi5,kôi-sôi,頦鰓,,,,
10990,koi5-tet,kôi-tet,該得,,,,
10991,koi5-tong5,kôi-tông,該當,,,,
10992,koi5,kôi,該,,,,
10993,koi5,kôi,頦,,,,
10994,kon5-chong2,kôn-chóng,官長,,,,
10995,kon5-chhat,kôn-chhat,觀察,,,,
10996,kon5-chhoi3,kôn-chhòi,棺材,,,,
10997,kon5-chung,kôn-chung,觀眾,,,,
10998,kon5-chau5,kôn-châu,乾燥,,,,
10999,kon5-fu2,kôn-fú,官府,,,,
11000,kon5-fong5,kôn-fông,官方,,,,
11001,kon5-hon5,kôn-hôn,乾旱,,,,
11002,kon5-khon,kôn-khon,觀看,,,,
11003,kon5-li,kôn-li,官吏,,,,
11004,kon5-mien5,kôn-miên,冠冕,,,,
11005,kon5-muk,kôn-muk,棺木,,,,
11006,kon5-ngiam,kôn-ngiam,觀念,,,,
11007,kon5-sap8,kôn-sa̍p,干涉,,,,
11008,kon5-sii5,kôn-sṳ̂,官司,,,,
11009,kon5-tam2,kôn-tám,肝膽,,,,
11010,kon5-tang2,kôn-táng,竿頂,,,,
11011,kon5-thang5,kôn-thâng,官廳,,,,
11012,kon5-tiam2,kôn-tiám,觀點,,,,
11013,kon5-vi,kôn-vi,官位,,,,
11014,kon5-yen3,kôn-yèn,官員,,,,
11015,kon5,kôn,官,,,,
11016,kon5,kôn,干,,,,
11017,kon5,kôn,肝,,,,
11018,kong5-am,kông-am,光暗,,,,
11019,kong5-cheu2,kông-chéu,扛走,,,,
11020,kong5-cheu,kông-cheu,光照,,,,
11021,kong5-chhai2,kông-chhái,光彩,,,,
11022,kong5-chhut,kông-chhut,扛出,,,,
11023,kong5-chung5,kông-chûng,光中,,,,
11024,kong5-fi5,kông-fî,光輝,,,,
11025,kong5-fa3,kông-fà,光華,,,,
11026,kong5-hi,kông-hi,扛起,,,,
11027,kong5-ho3,kông-hò,江河,,,,
11028,kong5-kin2,kông-kín,光景,,,,
11029,kong5-ka,kông-ka,扛架,,,,
11030,kong5-khiong3,kông-khiòng,剛強,,,,
11031,kong5-ko,kông-ko,扛過,,,,
11032,kong5-kong5,kông-kông,光光,,,,
11033,kong5-lim3,kông-lìm,光臨,,,,
11034,kong5-loi3,kông-lòi,扛來,,,,
