ID,FHL_DICT_Numeric,PFS_Numeric,PFS_Unicode,Hakfa_IPA,Hanzi,Tai-gi,Hakfa-exp,Hua-gi,Eng-gi
19533,theu3-sang5-e2,theu2-sang1-e3,thèu-sâng-é,[tʰeu˩˩] [saŋ˨˦] [e˧˩],頭牲仔,,,,
19534,theu3-sang5-chi,theu2-sang1-chi4,thèu-sâng-chi,[tʰeu˩˩] [saŋ˨˦] [tɕi˥˥],頭牲祭,,,,
19535,theu3-sang5,theu2-sang1,thèu-sâng,[tʰeu˩˩] [saŋ˨˦],頭牲,,,,
19536,theu3-siin3,theu2-siin2,thèu-sṳ̀n,[tʰeu˩˩] [sɨn˩˩],頭神,,,,
19537,theu3-tang2,theu2-tang3,thèu-táng,[tʰeu˩˩] [taŋ˧˩],頭頂,,,,
19538,theu3-thien5,theu2-thien1,thèu-thiên,[tʰeu˩˩] [tʰien˨˦],頭天,,,,
19539,theu3-thoi5,theu2-thoi1,thèu-thôi,[tʰeu˩˩] [tʰoi˨˦],頭胎,,,,
19540,theu3-to-mi5,theu2-to4-mi1,thèu-to-mî,[tʰeu˩˩] [to˥˥] [mi˨˦],頭到尾,,,,
19541,theu3-yit,theu2-yit6,thèu-yit,[tʰeu˩˩] [yit̚˨],頭一,,,,
19542,theu3-e3,theu2-e2,thèu-è,[tʰeu˩˩] [e˩˩],頭仔,,,,
19543,theu3,theu2,thèu,[tʰeu˩˩],頭,,,,
19544,theu3,theu2,thèu,[tʰeu˩˩],投,,,,
19545,thi3-cho2,thi2-cho3,thì-chó,[tʰi˩˩] [tso˧˩],提早,,,,
19546,thi3-chhong,thi2-chhong4,thì-chhong,[tʰi˩˩] [tsʰoŋ˥˥],提倡,,,,
19547,thi3-chhut,thi2-chhut6,thì-chhut,[tʰi˩˩] [tsʰut̚˨],提出,,,,
19548,thi3-chhin5,thi2-chhin1,thì-chhîn,[tʰi˩˩] [tɕʰin˨˦],提親,,,,
19549,thi3-fong3,thi2-fong2,thì-fòng,[tʰi˩˩] [foŋ˩˩],提防,,,,
19550,thi3-hi2,thi2-hi3,thì-hí,[tʰi˩˩] [hi˧˩],提起,,,,
19551,thi3-kiung5,thi2-kiung1,thì-kiûng,[tʰi˩˩] [kiuŋ˨˦],提供,,,,
19552,thi3-ko5,thi2-ko1,thì-kô,[tʰi˩˩] [ko˨˦],提高,,,,
19553,thi3-lien,thi2-lien4,thì-lien,[tʰi˩˩] [lien˥˥],提煉,,,,
19554,thi3-muk,thi2-muk6,thì-muk,[tʰi˩˩] [muk̚˨],題目,,,,
19555,thi3-mo5-thai-chhien3-su5,thi2-mo1-thai4-chhien2-su1,thì-mô-thai-chhièn-sû,[tʰi˩˩] [mo˨˦] [tʰai˥˥] [tɕʰien˩˩] [su˨˦],提摩太前書,,,,
19556,thi3-mo5-thai-heu-su5,thi2-mo1-thai4-heu4-su1,thì-mô-thai-heu-sû,[tʰi˩˩] [mo˨˦] [tʰai˥˥] [heu˥˥] [su˨˦],提摩太後書,,,,
19557,thi3-ngi,thi2-ngi4,thì-ngi,[tʰi˩˩] [ɲi˥˥],提議,,,,
19558,thi3-phat8,thi2-phat5,thì-pha̍t,[tʰi˩˩] [pʰat̚˥],提拔,,,,
19559,thi3-phet8-ngiet8,thi2-phet5-ngiet5,thì-phe̍t-ngie̍t,[tʰi˩˩] [pʰet̚˥] [ɲiet̚˥],提別月,,,,
19560,thi3-pit,thi2-pit6,thì-pit,[tʰi˩˩] [pit̚˨],提筆,,,,
19561,thi3-siang2,thi2-siang3,thì-siáng,[tʰi˩˩] [ɕiaŋ˧˩],提醒,,,,
19562,thi3-sii,thi2-sii4,thì-sṳ,[tʰi˩˩] [sɨ˥˥],提示,,,,
19563,thi3-siin5,thi2-siin1,thì-sṳ̂n,[tʰi˩˩] [sɨn˨˦],提升,,,,
19564,thi3-to2,thi2-to3,thì-tó,[tʰi˩˩] [to˧˩],提到,,,,
19565,thi3-to5-su5,thi2-to1-su1,thì-tô-sû,[tʰi˩˩] [to˨˦] [su˨˦],提多書,,,,
19566,thi3,thi2,thì,[tʰi˩˩],提,,,,
19567,thin3-chii2,thin2-chii3,thìn-chṳ́,[tʰin˩˩] [tsɨ˧˩],停止,,,,
19568,thin3-chha5,thin2-chha1,thìn-chhâ,[tʰin˩˩] [tsʰa˨˦],停車,,,,
19569,thin3-fong,thin2-fong4,thìn-fong,[tʰin˩˩] [foŋ˥˥],停放,,,,
19570,thin3-ha5-loi3,thin2-ha1-loi2,thìn-hâ-lòi,[tʰin˩˩] [ha˨˦] [loi˩˩],停下來,,,,
19571,thin3-ha5,thin2-ha1,thìn-hâ,[tʰin˩˩] [ha˨˦],停下,,,,
19572,thin3-kiok,thin2-kiok6,thìn-kiok,[tʰin˩˩] [kiok̚˨],停腳,,,,
19573,thin3-ko,thin2-ko4,thìn-ko,[tʰin˩˩] [ko˥˥],停過,,,,
19574,thin3-kung5,thin2-kung1,thìn-kûng,[tʰin˩˩] [kuŋ˨˦],停工,,,,
19575,thin3-liu3,thin2-liu2,thìn-liù,[tʰin˩˩] [liu˩˩],停留,,,,
19576,thin3-liu3,thin2-liu2,thìn-liù,[tʰin˩˩] [liu˩˩],停流,,,,
19577,thin3-son3,thin2-son2,thìn-sòn,[tʰin˩˩] [son˩˩],停船,,,,
19578,thin3-thet,thin2-thet6,thìn-thet,[tʰin˩˩] [tʰet̚˨],停掉,,,,
19579,thin3-tho3,thin2-tho2,thìn-thò,[tʰin˩˩] [tʰo˩˩],停跎,,,,
19580,thin3-yen,thin2-yen4,thìn-yen,[tʰin˩˩] [yen˥˥],庭院,,,,
19581,thin3-e3,thin2-e2,thìn-è,[tʰin˩˩] [e˩˩],亭仔,,,,
19582,thin3,thin2,thìn,[tʰin˩˩],停,,,,
19583,tho3-cheu2,tho2-cheu3,thò-chéu,[tʰo˩˩] [tseu˧˩],逃走,,,,
19584,tho3-chhut-loi3,tho2-chhut6-loi2,thò-chhut-lòi,[tʰo˩˩] [tsʰut̚˨] [loi˩˩],逃出來,,,,
19585,tho3-chhut,tho2-chhut6,thò-chhut,[tʰo˩˩] [tsʰut̚˨],逃出,,,,
19586,tho3-hi,tho2-hi4,thò-hi,[tʰo˩˩] [hi˥˥],逃去,,,,
19587,tho3-ko,tho2-ko4,thò-ko,[tʰo˩˩] [ko˥˥],逃過,,,,
19588,tho3-kung5,tho2-kung1,thò-kûng,[tʰo˩˩] [kuŋ˨˦],舵公,,,,
19589,tho3-li3,tho2-li2,thò-lì,[tʰo˩˩] [li˩˩],逃離,,,,
19590,tho3-miang,tho2-miang4,thò-miang,[tʰo˩˩] [miaŋ˥˥],逃命,,,,
19591,tho3-mong3,tho2-mong2,thò-mòng,[tʰo˩˩] [moŋ˩˩],逃亡,,,,
19592,tho3-nan,tho2-nan4,thò-nan,[tʰo˩˩] [nan˥˥],逃難,,,,
19593,tho3-ngip8,tho2-ngip5,thò-ngi̍p,[tʰo˩˩] [ɲip̚˥],逃入,,,,
19594,tho3-niau5,tho2-niau1,thò-niâu,[tʰo˩˩] [niau˨˦],駝鳥,,,,
19595,tho3-phit,tho2-phit6,thò-phit,[tʰo˩˩] [pʰit̚˨],逃避,,,,
19596,tho3-poi,tho2-poi4,thò-poi,[tʰo˩˩] [poi˥˥],駝背,,,,
19597,tho3-pin5,tho2-pin1,thò-pîn,[tʰo˩˩] [pin˨˦],逃兵,,,,
19598,tho3-sam2-sang3,tho2-sam3-sang2,thò-sám-sàng,[tʰo˩˩] [sam˧˩] [saŋ˩˩],逃閃城,,,,
19599,tho3-sam2,tho2-sam3,thò-sám,[tʰo˩˩] [sam˧˩],逃閃,,,,
19600,tho3-sang5,tho2-sang1,thò-sâng,[tʰo˩˩] [saŋ˨˦],逃生,,,,
19601,tho3-ten2,tho2-ten3,thò-tén,[tʰo˩˩] [ten˧˩],紽著,,,,
19602,tho3-thai,tho2-thai4,thò-thai,[tʰo˩˩] [tʰai˥˥],淘汰,,,,
19603,tho3-thak,tho2-thak6,thò-thak,[tʰo˩˩] [tʰak̚˨],紽thak,,,,
19604,tho3-to,tho2-to4,thò-to,[tʰo˩˩] [to˥˥],逃到,,,,
19605,tho3,tho2,thò,[tʰo˩˩],逃,,,,
19606,tho3-ho2,tho2-ho3,thò-hó,[tʰo˩˩] [ho˧˩],紽好,,,,
19607,tho3,tho2,thò,[tʰo˩˩],紽,,,,
19608,thoi3-chhien3,thoi2-chhien2,thòi-chhièn,[tʰoi˩˩] [tɕʰien˩˩],台前,,,,
19609,thoi3-chhung5,thoi2-chhung1,thòi-chhûng,[tʰoi˩˩] [tsʰuŋ˨˦],抬重,,,,
19610,thoi3-tang2,thoi2-tang3,thòi-táng,[tʰoi˩˩] [taŋ˧˩],臺頂,,,,
19611,thoi3-e3,thoi2-e2,thòi-è,[tʰoi˩˩] [e˩˩],檯仔,,,,
19612,thon3-chhut,thon2-chhut6,thòn-chhut,[tʰon˩˩] [tsʰut̚˨],揣出,,,,
19613,thon3-khe,thon2-khe4,thòn-khe,[tʰon˩˩] [kʰe˥˥],團契,,,,
19614,thon3-khon,thon2-khon4,thòn-khon,[tʰon˩˩] [kʰon˥˥],揣看,,,,
19615,thon3-kiet,thon2-kiet6,thòn-kiet,[tʰon˩˩] [kiet̚˨],團結,,,,
19616,thon3-thi2,thon2-thi3,thòn-thí,[tʰon˩˩] [tʰi˧˩],團體,,,,
19617,thon3-thon3,thon2-thon2,thòn-thòn,[tʰon˩˩] [tʰon˩˩],團團,,,,
19618,thon3,thon2,thòn,[tʰon˩˩],揣,,,,
19619,thong3-fong3,thong2-fong2,thòng-fòng,[tʰoŋ˩˩] [foŋ˩˩],堂皇,,,,
19620,thong3-ngo3,thong2-ngo2,thòng-ngò,[tʰoŋ˩˩] [ŋo˩˩],塘鵝,,,,
19621,thong3,thong2,thòng,[tʰoŋ˩˩],堂,,,,
19622,thu3-chai2-chhong3,thu2-chai3-chhong2,thù-chái-chhòng,[tʰu˩˩] [tsai˧˩] [tsʰoŋ˩˩],屠宰場,,,,
19623,thu3-chung5,thu2-chung1,thù-chûng,[tʰu˩˩] [tsuŋ˨˦],途中,,,,
19624,thu3-fa,thu2-fa4,thù-fa,[tʰu˩˩] [fa˥˥],圖畫,,,,
19625,thu3-hin3,thu2-hin2,thù-hìn,[tʰu˩˩] [hin˩˩],圖形,,,,
19626,thu3-meu3,thu2-meu2,thù-mèu,[tʰu˩˩] [meu˩˩],圖謀,,,,
19627,thu3-on,thu2-on4,thù-on,[tʰu˩˩] [on˥˥],圖案,,,,
19628,thu3-sat,thu2-sat6,thù-sat,[tʰu˩˩] [sat̚˨],屠殺,,,,
19629,thu3-yong,thu2-yong4,thù-yong,[tʰu˩˩] [yoŋ˥˥],圖樣,,,,
19630,thu3-yen3,thu2-yen2,thù-yèn,[tʰu˩˩] [yen˩˩],徒然,,,,
19631,thu3,thu2,thù,[tʰu˩˩],圖,,,,
19632,thun3-ko5,thun2-ko1,thùn-kô,[tʰun˩˩] [ko˨˦],坉高,,,,
19633,thun3-man5,thun2-man1,thùn-mân,[tʰun˩˩] [man˨˦],坉滿,,,,
19634,thun3-nem5,thun2-nem1,thùn-nêm,[tʰun˩˩] [nem˨˦],坉淰,,,,
19635,thun3-nai3,thun2-nai2,thùn-nài,[tʰun˩˩] [nai˩˩],囤泥,,,,
19636,thun3-phiang3,thun2-phiang2,thùn-phiàng,[tʰun˩˩] [pʰiaŋ˩˩],囤平,,,,
19637,thun3-thet,thun2-thet6,thùn-thet,[tʰun˩˩] [tʰet̚˨],坉掉,,,,
19638,thun3-to,thun2-to4,thùn-to,[tʰun˩˩] [to˥˥],坉到,,,,
19639,thun3,thun2,thùn,[tʰun˩˩],坉,,,,
19640,thung3-ng2,thung2-ng3,thùng-ńg,[tʰuŋ˩˩] [ŋ˧˩],童女,,,,
19641,thung3-chau2,thung2-chau3,thùng-cháu,[tʰuŋ˩˩] [tsau˧˩],銅爪,,,,
19642,thung3-chhuk8,thung2-chhuk5,thùng-chhu̍k,[tʰuŋ˩˩] [tsʰuk̚˥],同族,,,,
19643,thung3-chhai,thung2-chhai4,thùng-chhai,[tʰuŋ˩˩] [tsʰai˥˥],同在,,,,
19644,thung3-chhiong5,thung2-chhiong1,thùng-chhiông,[tʰuŋ˩˩] [tɕʰioŋ˨˦],銅槍,,,,
19645,thung3-chhien3,thung2-chhien2,thùng-chhièn,[tʰuŋ˩˩] [tɕʰien˩˩],銅錢,,,,
19646,thung3-chhiong3,thung2-chhiong2,thùng-chhiòng,[tʰuŋ˩˩] [tɕʰioŋ˩˩],銅牆,,,,
19647,thung3-chho,thung2-chho4,thùng-chho,[tʰuŋ˩˩] [tsʰo˥˥],銅座,,,,
19648,thung3-chhu5,thung2-chhu1,thùng-chhû,[tʰuŋ˩˩] [tsʰu˨˦],銅柱,,,,
19649,thung3-chhin3-sim5,thung2-chhin2-sim1,thùng-chhìn-sîm,[tʰuŋ˩˩] [tɕʰin˩˩] [ɕim˨˦],同情心,,,,
19650,thung3-chhin3,thung2-chhin2,thùng-chhìn,[tʰuŋ˩˩] [tɕʰin˩˩],同情,,,,
19651,thung3-chhong3,thung2-chhong2,thùng-chhòng,[tʰuŋ˩˩] [tsʰoŋ˩˩],同床,,,,
19652,thung3-chien,thung2-chien4,thùng-chien,[tʰuŋ˩˩] [tɕien˥˥],銅箭,,,,
19653,thung3-cho,thung2-cho4,thùng-cho,[tʰuŋ˩˩] [tso˥˥],銅做,,,,
19654,thung3-chok,thung2-chok6,thùng-chok,[tʰuŋ˩˩] [tsok̚˨],同桌,,,,
19655,thung3-chii,thung2-chii4,thùng-chṳ,[tʰuŋ˩˩] [tsɨ˥˥],銅製,,,,
19656,thung3-chiin5-ng2,thung2-chiin1-ng3,thùng-chṳ̂n-ńg,[tʰuŋ˩˩] [tsɨn˨˦] [ŋ˧˩],童貞女,,,,
19657,thung3-chiin5,thung2-chiin1,thùng-chṳ̂n,[tʰuŋ˩˩] [tsɨn˨˦],童貞,,,,
19658,thung3-fong3,thung2-fong2,thùng-fòng,[tʰuŋ˩˩] [foŋ˩˩],同房,,,,
19659,thung3-hoi2,thung2-hoi3,thùng-hói,[tʰuŋ˩˩] [hoi˧˩],銅海,,,,
19660,thung3-hiong2,thung2-hiong3,thùng-hióng,[tʰuŋ˩˩] [hioŋ˧˩],同享,,,,
19661,thung3-hi,thung2-hi4,thùng-hi,[tʰuŋ˩˩] [hi˥˥],銅器,,,,
19662,thung3-hiong5,thung2-hiong1,thùng-hiông,[tʰuŋ˩˩] [hioŋ˨˦],同鄉,,,,
19663,thung3-hang3,thung2-hang2,thùng-hàng,[tʰuŋ˩˩] [haŋ˩˩],同行,,,,
19664,thung3-kon2,thung2-kon3,thùng-kón,[tʰuŋ˩˩] [kon˧˩],銅管,,,,
19665,thung3-kap,thung2-kap6,thùng-kap,[tʰuŋ˩˩] [kap̚˨],銅甲,,,,
19666,thung3-khong2,thung2-khong3,thùng-khóng,[tʰuŋ˩˩] [kʰoŋ˧˩],銅礦,,,,
19667,thung3-khu2,thung2-khu3,thùng-khú,[tʰuŋ˩˩] [kʰu˧˩],同苦,,,,
19668,thung3-khien5,thung2-khien1,thùng-khiên,[tʰuŋ˩˩] [kʰien˨˦],銅圈,,,,
19669,thung3-khui5,thung2-khui1,thùng-khûi,[tʰuŋ˩˩] [kʰui˨˦],銅盔,,,,
19670,thung3-kiang,thung2-kiang4,thùng-kiang,[tʰuŋ˩˩] [kiaŋ˥˥],銅鏡,,,,
19671,thung3-kiok,thung2-kiok6,thùng-kiok,[tʰuŋ˩˩] [kiok̚˨],銅腳,,,,
19672,thung3-kun,thung2-kun4,thùng-kun,[tʰuŋ˩˩] [kun˥˥],銅棍,,,,
19673,thung3-kam5,thung2-kam1,thùng-kâm,[tʰuŋ˩˩] [kam˨˦],同甘,,,,
19674,thung3-ki5,thung2-ki1,thùng-kî,[tʰuŋ˩˩] [ki˨˦],同居,,,,
19675,thung3-kung5,thung2-kung1,thùng-kûng,[tʰuŋ˩˩] [kuŋ˨˦],同工,,,,
19676,thung3-lok8,thung2-lok5,thùng-lo̍k,[tʰuŋ˩˩] [lok̚˥],同樂,,,,
19677,thung3-lien,thung2-lien4,thùng-lien,[tʰuŋ˩˩] [lien˥˥],銅鍊,,,,
19678,thung3-liau3,thung2-liau2,thùng-liàu,[tʰuŋ˩˩] [liau˩˩],同僚,,,,
19679,thung3-liu3,thung2-liu2,thùng-liù,[tʰuŋ˩˩] [liu˩˩],同流,,,,
19680,thung3-lu5,thung2-lu1,thùng-lû,[tʰuŋ˩˩] [lu˨˦],銅鹵,,,,
19681,thung3-lo3,thung2-lo2,thùng-lò,[tʰuŋ˩˩] [lo˩˩],銅鑼,,,,
19682,thung3-loi3,thung2-loi2,thùng-lòi,[tʰuŋ˩˩] [loi˩˩],同來,,,,
19683,thung3-miong2,thung2-miong3,thùng-mióng,[tʰuŋ˩˩] [mioŋ˧˩],銅網,,,,
19684,thung3-mo,thung2-mo4,thùng-mo,[tʰuŋ˩˩] [mo˥˥],銅帽,,,,
19685,thung3-men3-koet,thung2-men2-koet6,thùng-mèn-koet,[tʰuŋ˩˩] [men˩˩] [koet̚˨],同盟國,,,,
19686,thung3-men3,thung2-men2,thùng-mèn,[tʰuŋ˩˩] [men˩˩],同盟,,,,
19687,thung3-meu3,thung2-meu2,thùng-mèu,[tʰuŋ˩˩] [meu˩˩],同謀,,,,
19688,thung3-mun3,thung2-mun2,thùng-mùn,[tʰuŋ˩˩] [mun˩˩],銅門,,,,
19689,thung3-ngiap8,thung2-ngiap5,thùng-ngia̍p,[tʰuŋ˩˩] [ɲiap̚˥],同業,,,,
19690,thung3-ngin,thung2-ngin4,thùng-ngin,[tʰuŋ˩˩] [ɲin˥˥],同認,,,,
19691,thung3-ngien3,thung2-ngien2,thùng-ngièn,[tʰuŋ˩˩] [ɲien˩˩],同年,,,,
19692,thung3-ngiu3,thung2-ngiu2,thùng-ngiù,[tʰuŋ˩˩] [ɲiu˩˩],銅牛,,,,
19693,thung3-nam3,thung2-nam2,thùng-nàm,[tʰuŋ˩˩] [nam˩˩],童男,,,,
19694,thung3-phuk8,thung2-phuk5,thùng-phu̍k,[tʰuŋ˩˩] [pʰuk̚˥],童僕,,,,
19695,thung3-phi,thung2-phi4,thùng-phi,[tʰuŋ˩˩] [pʰi˥˥],同輩,,,,
19696,thung3-phu,thung2-phu4,thùng-phu,[tʰuŋ˩˩] [pʰu˥˥],同步,,,,
19697,thung3-phan5,thung2-phan1,thùng-phân,[tʰuŋ˩˩] [pʰan˨˦],同伴,,,,
19698,thung3-phi3,thung2-phi2,thùng-phì,[tʰuŋ˩˩] [pʰi˩˩],銅皮,,,,
19699,thung3-phun3-chho,thung2-phun2-chho4,thùng-phùn-chho,[tʰuŋ˩˩] [pʰun˩˩] [tsʰo˥˥],銅盆座,,,,
19700,thung3-phun3,thung2-phun2,thùng-phùn,[tʰuŋ˩˩] [pʰun˩˩],銅盆,,,,
19701,thung3-piong5,thung2-piong1,thùng-piông,[tʰuŋ˩˩] [pioŋ˨˦],銅枋,,,,
19702,thung3-pau5,thung2-pau1,thùng-pâu,[tʰuŋ˩˩] [pau˨˦],同胞,,,,
19703,thung3-suk8,thung2-suk5,thùng-su̍k,[tʰuŋ˩˩] [suk̚˥],同屬,,,,
19704,thung3-sin-lien,thung2-sin4-lien4,thùng-sin-lien,[tʰuŋ˩˩] [ɕin˥˥] [lien˥˥],同性戀,,,,
19705,thung3-sin,thung2-sin4,thùng-sin,[tʰuŋ˩˩] [ɕin˥˥],同性,,,,
19706,thung3-sin,thung2-sin4,thùng-sin,[tʰuŋ˩˩] [ɕin˥˥],同信,,,,
19707,thung3-siong,thung2-siong4,thùng-siong,[tʰuŋ˩˩] [ɕioŋ˥˥],銅像,,,,
19708,thung3-sii,thung2-sii4,thùng-sṳ,[tʰuŋ˩˩] [sɨ˥˥],同事,,,,
19709,thung3-san5,thung2-san1,thùng-sân,[tʰuŋ˩˩] [san˨˦],銅山,,,,
19710,thung3-sang5,thung2-sang1,thùng-sâng,[tʰuŋ˩˩] [saŋ˨˦],同聲,,,,
19711,thung3-sim5,thung2-sim1,thùng-sîm,[tʰuŋ˩˩] [ɕim˨˦],同心,,,,
19712,thung3-sa3,thung2-sa2,thùng-sà,[tʰuŋ˩˩] [sa˩˩],銅蛇,,,,
19713,thung3-sii3,thung2-sii2,thùng-sṳ̀,[tʰuŋ˩˩] [sɨ˩˩],同時,,,,
19714,thung3-tang2,thung2-tang3,thùng-táng,[tʰuŋ˩˩] [taŋ˧˩],銅頂,,,,
19715,thung3-tong2,thung2-tong3,thùng-tóng,[tʰuŋ˩˩] [toŋ˧˩],同黨,,,,
19716,thung3-thi2,thung2-thi3,thùng-thí,[tʰuŋ˩˩] [tʰi˧˩],同體,,,,
19717,thung3-thiet,thung2-thiet6,thùng-thiet,[tʰuŋ˩˩] [tʰiet̚˨],銅鐵,,,,
19718,thung3-thiau3,thung2-thiau2,thùng-thiàu,[tʰuŋ˩˩] [tʰiau˩˩],銅條,,,,
19719,thung3-tho,thung2-tho4,thùng-tho,[tʰuŋ˩˩] [tʰo˥˥],同道,,,,
19720,thung3-thai3,thung2-thai2,thùng-thài,[tʰuŋ˩˩] [tʰai˩˩],銅蹄,,,,
19721,thung3-than3,thung2-than2,thùng-thàn,[tʰuŋ˩˩] [tʰan˩˩],銅壇,,,,
19722,thung3-thoi3,thung2-thoi2,thùng-thòi,[tʰuŋ˩˩] [tʰoi˩˩],銅臺,,,,
19723,thung3-tam5,thung2-tam1,thùng-tâm,[tʰuŋ˩˩] [tam˨˦],同擔,,,,
19724,thung3-von2,thung2-von3,thùng-vón,[tʰuŋ˩˩] [ʋon˧˩],銅碗,,,,
19725,thung3-yi,thung2-yi4,thùng-yi,[tʰuŋ˩˩] [yi˥˥],同意,,,,
19726,thung3-yit,thung2-yit6,thùng-yit,[tʰuŋ˩˩] [yit̚˨],同一,,,,
19727,thung3-yu3,thung2-yu2,thùng-yù,[tʰuŋ˩˩] [yu˩˩],桐油,,,,
19728,thung3-e3,thung2-e2,thùng-è,[tʰuŋ˩˩] [e˩˩],銅仔,,,,
19729,thung3,thung2,thùng,[tʰuŋ˩˩],同,,,,
19730,thung3-hi,thung2-hi4,thùng-hi,[tʰuŋ˩˩] [hi˥˥],同氣,,,,
19731,thung3-yu3,thung2-yu2,thùng-yù,[tʰuŋ˩˩] [yu˩˩],同憂,,,,
19732,thung3,thung2,thùng,[tʰuŋ˩˩],銅,,,,
19733,tiam2-chhok8,tiam3-chhok5,tiám-chho̍k,[tiam˧˩] [tsʰok̚˥],點chhok8,,,,
19734,tiam2-chhut,tiam3-chhut6,tiám-chhut,[tiam˧˩] [tsʰut̚˨],點出,,,,
19735,tiam2-chhe3,tiam3-chhe2,tiám-chhè,[tiam˧˩] [tsʰe˩˩],點齊,,,,
19736,tiam2-chung5,tiam3-chung1,tiám-chûng,[tiam˧˩] [tsuŋ˨˦],點鐘,,,,
19737,tiam2-fo2,tiam3-fo3,tiám-fó,[tiam˧˩] [fo˧˩],點火,,,,
19738,tiam2-ho2,tiam3-ho3,tiám-hó,[tiam˧˩] [ho˧˩],點好,,,,
19739,tiam2-hiong5,tiam3-hiong1,tiám-hiông,[tiam˧˩] [hioŋ˨˦],點香,,,,
19740,tiam2-miang3,tiam3-miang2,tiám-miàng,[tiam˧˩] [miaŋ˩˩],點名,,,,
19741,tiam2-ngien2,tiam3-ngien3,tiám-ngién,[tiam˧˩] [ɲien˧˩],點眼,,,,
19742,tiam2-son,tiam3-son4,tiám-son,[tiam˧˩] [son˥˥],點算,,,,
19743,tiam2-ten2,tiam3-ten3,tiám-tén,[tiam˧˩] [ten˧˩],點著,,,,
19744,tiam2-tiam2,tiam3-tiam3,tiám-tiám,[tiam˧˩] [tiam˧˩],點點,,,,
19745,tiam2-to,tiam3-to4,tiám-to,[tiam˧˩] [to˥˥],點到,,,,
19746,tiam2-ten5,tiam3-ten1,tiám-tên,[tiam˧˩] [ten˨˦],點燈,,,,
19747,tiam2,tiam3,tiám,[tiam˧˩],點,,,,
19748,tien2-chong5,tien3-chong1,tién-chông,[tien˧˩] [tsoŋ˨˦],典章,,,,
19749,tien2-li5,tien3-li1,tién-lî,[tien˧˩] [li˨˦],典禮,,,,
19750,tien2,tien3,tién,[tien˧˩],展,,,,
19751,tiap8-e2,tiap5-e3,tia̍p-é,[tiap̚˥] [e˧˩],碟仔,,,,
19752,ti-koet,ti4-koet6,ti-koet,[ti˥˥] [koet̚˨],帝國,,,,
19753,tiam-e2,tiam4-e3,tiam-é,[tiam˥˥] [e˧˩],店仔,,,,
19754,tiam-hong,tiam4-hong4,tiam-hong,[tiam˥˥] [hoŋ˥˥],店項,,,,
19755,tiam-mi-e2,tiam4-mi4-e3,tiam-mi-é,[tiam˥˥] [mi˥˥] [e˧˩],墊溺仔,,,,
19756,tiam-tu2,tiam4-tu3,tiam-tú,[tiam˥˥] [tu˧˩],店肚,,,,
19757,tiau-chon2,tiau4-chon3,tiau-chón,[tiau˥˥] [tson˧˩],調轉,,,,
19758,tiau-hi2,tiau4-hi3,tiau-hí,[tiau˥˥] [hi˧˩],吊起,,,,
19759,tiau-kiang2,tiau4-kiang3,tiau-kiáng,[tiau˥˥] [kiaŋ˧˩],吊頸,,,,
19760,tiau-loi3,tiau4-loi2,tiau-lòi,[tiau˥˥] [loi˩˩],調來,,,,
19761,tiau-phai,tiau4-phai4,tiau-phai,[tiau˥˥] [pʰai˥˥],調派,,,,
19762,tiau-pin5,tiau4-pin1,tiau-pîn,[tiau˥˥] [pin˨˦],釣竿,,,,
19763,tiau-si2,tiau4-si3,tiau-sí,[tiau˥˥] [ɕi˧˩],吊死,,,,
19764,tiau-sok,tiau4-sok6,tiau-sok,[tiau˥˥] [sok̚˨],吊索,,,,
19765,tiau-ten2,tiau4-ten3,tiau-tén,[tiau˥˥] [ten˧˩],吊著,,,,
19766,tiau-to2,tiau4-to3,tiau-tó,[tiau˥˥] [to˧˩],釣到,,,,
19767,tiau-thung,tiau4-thung4,tiau-thung,[tiau˥˥] [tʰuŋ˥˥],調動,,,,
19768,tiau-to,tiau4-to4,tiau-to,[tiau˥˥] [to˥˥],調到,,,,
19769,tiau-vi,tiau4-vi4,tiau-vi,[tiau˥˥] [ʋi˥˥],弔慰,,,,
19770,tiau-ng3,tiau4-ng2,tiau-ǹg,[tiau˥˥] [ŋ˩˩],釣魚,,,,
19771,tiau,tiau4,tiau,[tiau˥˥],吊,,,,
19772,tiau,tiau4,tiau,[tiau˥˥],調,,,,
19773,tiau,tiau4,tiau,[tiau˥˥],釣,,,,
19774,tiet-cho,tiet6-cho4,tiet-cho,[tiet̚˨] [tso˥˥],跌做,,,,
19775,tiet-ha5-loi3,tiet6-ha1-loi2,tiet-hâ-lòi,[tiet̚˨] [ha˨˦] [loi˩˩],跌下來,,,,
19776,tiet-ha5,tiet6-ha1,tiet-hâ,[tiet̚˨] [ha˨˦],跌下,,,,
19777,tiet-lok8,tiet6-lok5,tiet-lo̍k,[tiet̚˨] [lok̚˥],跌落,,,,
19778,tiet-ngip8,tiet6-ngip5,tiet-ngi̍p,[tiet̚˨] [ɲip̚˥],跌入,,,,
19779,tiet-si2,tiet6-si3,tiet-sí,[tiet̚˨] [ɕi˧˩],跌死,,,,
19780,tiet-to2,tiet6-to3,tiet-tó,[tiet̚˨] [to˧˩],跌倒,,,,
19781,tiet-thet,tiet6-thet6,tiet-thet,[tiet̚˨] [tʰet̚˨],跌掉,,,,
19782,tiet-thon5,tiet6-thon1,tiet-thôn,[tiet̚˨] [tʰon˨˦],跌斷,,,,
19783,tiet-to,tiet6-to4,tiet-to,[tiet̚˨] [to˥˥],跌到,,,,
